Processing time (in sec): ,4.354571104049683
Processing time (in sec): ,4.306520938873291
Processing time (in sec): ,4.428120136260986
Processing time (in sec): ,3.7169740200042725
Processing time (in sec): ,3.8343398571014404
Processing time (in sec): ,3.5798373222351074
Processing time (in sec): ,3.7355289459228516
Processing time (in sec): ,3.6059353351593018
Processing time (in sec): ,3.589017152786255
Processing time (in sec): ,3.562946081161499
Processing time (in sec): ,3.6053574085235596
Processing time (in sec): ,3.551196813583374
Processing time (in sec): ,3.604480504989624
Processing time (in sec): ,3.5258755683898926
Processing time (in sec): ,3.6448287963867188
Processing time (in sec): ,3.5807316303253174
Processing time (in sec): ,3.580195665359497
Processing time (in sec): ,3.6233084201812744
Processing time (in sec): ,3.6840314865112305
Processing time (in sec): ,3.6252377033233643
Processing time (in sec): ,3.6193602085113525
Processing time (in sec): ,3.5995521545410156
Processing time (in sec): ,3.638531446456909
Processing time (in sec): ,3.6235837936401367
Processing time (in sec): ,3.537371873855591
Processing time (in sec): ,3.663485527038574
Processing time (in sec): ,3.652519941329956
Processing time (in sec): ,3.6256144046783447
Processing time (in sec): ,3.624448776245117
